,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
188060,2015,1,13,2,DL,2167,N317US,DTW,SLC,835,834.0,-1.0,23.0,857.0,256.0,231.0,201.0,1481,1018.0,7.0,1051,1025.0,-26.0,0,0,,,,,,
1110909,2015,3,14,6,MQ,3534,N697MQ,ABI,DFW,550,550.0,0.0,9.0,559.0,53.0,45.0,29.0,158,628.0,7.0,643,635.0,-8.0,0,0,,,,,,
285558,2015,1,19,1,B6,1317,N193JB,BOS,JFK,1720,1745.0,25.0,36.0,1821.0,83.0,86.0,46.0,187,1907.0,4.0,1843,1911.0,28.0,0,0,,28.0,0.0,0.0,0.0,0.0
4081513,2015,9,11,5,WN,2084,N615SW,RDU,MDW,1235,1231.0,-4.0,10.0,1241.0,120.0,121.0,95.0,632,1316.0,16.0,1335,1332.0,-3.0,0,0,,,,,,
2392814,2015,6,1,1,WN,1098,N493WN,DEN,SAN,1205,1203.0,-2.0,15.0,1218.0,145.0,135.0,117.0,853,1315.0,3.0,1330,1318.0,-12.0,0,0,,,,,,
43268,2015,1,3,6,DL,1314,N995DL,ATL,OMA,1835,1834.0,-1.0,19.0,1853.0,153.0,135.0,111.0,821,1944.0,5.0,2008,1949.0,-19.0,0,0,,,,,,
269404,2015,1,18,7,DL,1330,N975AT,CLT,DTW,1650,1643.0,-7.0,21.0,1704.0,118.0,108.0,83.0,500,1827.0,4.0,1848,1831.0,-17.0,0,0,,,,,,
1238125,2015,3,21,6,WN,4330,N645SW,TPA,GRR,2000,2021.0,21.0,9.0,2030.0,165.0,156.0,142.0,1041,2252.0,5.0,2245,2257.0,12.0,0,0,,,,,,
1689314,2015,4,18,6,WN,2208,N473WN,MCO,SAN,1615,1617.0,2.0,11.0,1628.0,315.0,295.0,282.0,2149,1810.0,2.0,1830,1812.0,-18.0,0,0,,,,,,
3395278,2015,7,31,5,AA,1666,N480AA,EWR,ORD,730,745.0,15.0,19.0,804.0,145.0,142.0,110.0,719,854.0,13.0,855,907.0,12.0,0,0,,,,,,
2297661,2015,5,26,2,OO,4848,N8965E,MSP,ICT,1420,1429.0,9.0,20.0,1449.0,112.0,101.0,77.0,545,1606.0,4.0,1612,1610.0,-2.0,0,0,,,,,,
3731910,2015,8,20,4,UA,1752,N37422,ORD,IAH,909,911.0,2.0,17.0,928.0,163.0,,,925,1513.0,10.0,1152,1523.0,,1,0,,,,,,
4747910,2015,10,23,5,EV,5679,N14568,13930,12197,1800,1759.0,-1.0,31.0,1830.0,133.0,136.0,99.0,738,2109.0,6.0,2113,2115.0,2.0,0,0,,,,,,
1379558,2015,3,30,1,US,1934,N802AW,CLT,RDU,1430,1425.0,-5.0,16.0,1441.0,53.0,50.0,32.0,130,1513.0,2.0,1523,1515.0,-8.0,0,0,,,,,,
3723448,2015,8,19,3,WN,1648,N380SW,ELP,LAX,1725,1726.0,1.0,12.0,1738.0,125.0,132.0,103.0,715,1821.0,17.0,1830,1838.0,8.0,0,0,,,,,,
4838895,2015,10,29,4,AA,1843,N828AW,11057,10257,1625,1619.0,-6.0,17.0,1636.0,118.0,103.0,84.0,646,1800.0,2.0,1823,1802.0,-21.0,0,0,,,,,,
4305564,2015,9,25,5,WN,1396,N915WN,MDW,SJC,1835,1835.0,0.0,8.0,1843.0,275.0,245.0,232.0,1838,2035.0,5.0,2110,2040.0,-30.0,0,0,,,,,,
3869314,2015,8,28,5,WN,1823,N388SW,OAK,LAX,1620,1641.0,21.0,6.0,1647.0,75.0,69.0,58.0,337,1745.0,5.0,1735,1750.0,15.0,0,0,,13.0,0.0,0.0,2.0,0.0
4547260,2015,10,11,7,WN,207,N425LV,12953,11259,1030,1042.0,12.0,10.0,1052.0,245.0,181.0,167.0,1381,1239.0,4.0,1335,1243.0,-52.0,0,0,,,,,,
2507576,2015,6,8,1,UA,294,N847UA,SFO,STL,1053,1048.0,-5.0,29.0,1117.0,241.0,267.0,218.0,1735,1655.0,20.0,1654,1715.0,21.0,0,0,,21.0,0.0,0.0,0.0,0.0
237627,2015,1,16,5,US,2065,N567UW,CLT,IAH,1120,1117.0,-3.0,12.0,1129.0,169.0,156.0,133.0,912,1242.0,11.0,1309,1253.0,-16.0,0,0,,,,,,
3102413,2015,7,13,1,DL,1085,N931DL,ATL,JFK,2039,2036.0,-3.0,32.0,2108.0,151.0,153.0,110.0,760,2258.0,11.0,2310,2309.0,-1.0,0,0,,,,,,
2653519,2015,6,16,2,UA,237,N465UA,DEN,LAX,2209,2235.0,26.0,17.0,2252.0,141.0,175.0,120.0,862,2352.0,38.0,2330,30.0,60.0,0,0,,34.0,0.0,16.0,10.0,0.0
4493161,2015,10,7,3,WN,3941,N617SW,14869,11292,1815,1813.0,-2.0,12.0,1825.0,80.0,77.0,59.0,391,1924.0,6.0,1935,1930.0,-5.0,0,0,,,,,,
5158281,2015,11,19,4,OO,5257,N130SY,ORD,CLE,602,711.0,69.0,19.0,730.0,75.0,73.0,49.0,316,919.0,5.0,817,924.0,67.0,0,0,,0.0,0.0,62.0,5.0,0.0
1696893,2015,4,19,7,AA,295,N3LTAA,MIA,LAX,925,957.0,32.0,14.0,1011.0,350.0,349.0,332.0,2342,1243.0,3.0,1215,1246.0,31.0,0,0,,0.0,0.0,3.0,28.0,0.0
5799643,2015,12,30,3,UA,1255,N38459,SAN,IAH,1521,1528.0,7.0,11.0,1539.0,183.0,166.0,144.0,1303,2003.0,11.0,2024,2014.0,-10.0,0,0,,,,,,
251585,2015,1,17,6,MQ,3393,N928MQ,DFW,TXK,1005,1002.0,-3.0,12.0,1014.0,54.0,43.0,29.0,181,1043.0,2.0,1059,1045.0,-14.0,0,0,,,,,,
5740011,2015,12,26,6,AA,2455,N8ANAA,DFW,LAX,2155,,,,,199.0,,,1235,,,2314,,,0,1,B,,,,,
5462728,2015,12,8,2,EV,4259,N14204,EWR,AVP,2225,2220.0,-5.0,14.0,2234.0,55.0,44.0,26.0,93,2300.0,4.0,2320,2304.0,-16.0,0,0,,,,,,
1549541,2015,4,9,4,UA,1002,N75426,DEN,LAX,2156,2353.0,117.0,10.0,3.0,154.0,177.0,126.0,862,109.0,41.0,2330,150.0,140.0,0,0,,23.0,0.0,112.0,5.0,0.0
5414028,2015,12,5,6,UA,626,N844UA,ORD,PHL,1750,1743.0,-7.0,23.0,1806.0,128.0,118.0,90.0,678,2036.0,5.0,2058,2041.0,-17.0,0,0,,,,,,
2996751,2015,7,7,2,OO,5206,N108SY,SAT,SFO,1614,1721.0,67.0,16.0,1737.0,236.0,220.0,200.0,1482,1857.0,4.0,1810,1901.0,51.0,0,0,,0.0,0.0,0.0,51.0,0.0
4545781,2015,10,11,7,UA,1150,N75425,12266,14679,900,855.0,-5.0,14.0,909.0,203.0,184.0,166.0,1303,955.0,4.0,1023,959.0,-24.0,0,0,,,,,,
773992,2015,2,20,5,MQ,2909,N696MQ,JAN,DFW,1841,1850.0,9.0,10.0,1900.0,99.0,101.0,78.0,408,2018.0,13.0,2020,2031.0,11.0,0,0,,,,,,
4559296,2015,10,12,1,OO,4787,N445SW,12003,14869,615,613.0,-2.0,12.0,625.0,95.0,84.0,63.0,463,728.0,9.0,750,737.0,-13.0,0,0,,,,,,
2922599,2015,7,2,4,WN,598,N7716A,DEN,OKC,2050,2337.0,167.0,10.0,2347.0,90.0,117.0,101.0,495,228.0,6.0,2320,234.0,194.0,0,0,,27.0,0.0,0.0,167.0,0.0
3420790,2015,8,1,6,HA,142,N486HA,HNL,ITO,1638,1644.0,6.0,9.0,1653.0,51.0,49.0,33.0,216,1726.0,7.0,1729,1733.0,4.0,0,0,,,,,,
1068599,2015,3,11,3,DL,2103,N357NW,CVG,MCO,1345,1341.0,-4.0,10.0,1351.0,120.0,121.0,104.0,757,1535.0,7.0,1545,1542.0,-3.0,0,0,,,,,,
61736,2015,1,4,7,WN,1594,N767SW,ATL,BOS,2130,2155.0,25.0,15.0,2210.0,155.0,125.0,104.0,946,2354.0,6.0,5,2400.0,-5.0,0,0,,,,,,
504522,2015,2,3,2,WN,2372,N293WN,HOU,MCO,1040,1040.0,0.0,6.0,1046.0,130.0,117.0,103.0,849,1329.0,8.0,1350,1337.0,-13.0,0,0,,,,,,
5264519,2015,11,25,3,DL,1067,N824DN,DTW,PDX,2000,2000.0,0.0,23.0,2023.0,310.0,297.0,269.0,1953,2152.0,5.0,2210,2157.0,-13.0,0,0,,,,,,
1950235,2015,5,4,1,WN,163,N780SW,LAS,MCI,2015,2037.0,22.0,11.0,2048.0,160.0,154.0,139.0,1139,107.0,4.0,55,111.0,16.0,0,0,,0.0,0.0,16.0,0.0,0.0
4374603,2015,9,30,3,OO,4569,N8942A,BUR,SLC,1020,1014.0,-6.0,21.0,1035.0,108.0,119.0,91.0,574,1306.0,7.0,1308,1313.0,5.0,0,0,,,,,,
2068736,2015,5,12,2,WN,826,N625SW,BWI,BNA,910,913.0,3.0,11.0,924.0,110.0,104.0,90.0,587,954.0,3.0,1000,957.0,-3.0,0,0,,,,,,
4387157,2015,10,1,4,WN,3059,N234WN,14730,14107,650,649.0,-1.0,11.0,700.0,235.0,219.0,202.0,1506,722.0,6.0,745,728.0,-17.0,0,0,,,,,,
2935350,2015,7,3,5,AA,1761,N840AW,DCA,TPA,1720,1713.0,-7.0,25.0,1738.0,144.0,149.0,121.0,814,1939.0,3.0,1944,1942.0,-2.0,0,0,,,,,,
5645760,2015,12,20,7,AA,475,N103US,FLL,CLT,1715,1711.0,-4.0,9.0,1720.0,117.0,117.0,99.0,632,1859.0,9.0,1912,1908.0,-4.0,0,0,,,,,,
1725661,2015,4,20,1,WN,2940,N602SW,ATL,RDU,2215,5.0,110.0,11.0,16.0,85.0,66.0,51.0,356,107.0,4.0,2340,111.0,91.0,0,0,,0.0,0.0,12.0,79.0,0.0
1940908,2015,5,4,1,WN,870,N459WN,BHM,MCO,1100,1102.0,2.0,10.0,1112.0,90.0,88.0,73.0,479,1325.0,5.0,1330,1330.0,0.0,0,0,,,,,,
333298,2015,1,22,4,EV,4320,N12172,TUL,IAH,1824,1822.0,-2.0,9.0,1831.0,98.0,99.0,80.0,429,1951.0,10.0,2002,2001.0,-1.0,0,0,,,,,,
2818761,2015,6,26,5,MQ,3416,N9EAMQ,LGA,RDU,1630,1719.0,49.0,45.0,1804.0,112.0,120.0,68.0,431,1912.0,7.0,1822,1919.0,57.0,0,0,,8.0,0.0,12.0,37.0,0.0
1478261,2015,4,5,7,OO,4743,N810SK,SLC,SNA,1650,1644.0,-6.0,20.0,1704.0,119.0,125.0,99.0,588,1743.0,6.0,1749,1749.0,0.0,0,0,,,,,,
5710989,2015,12,24,4,OO,6211,N145SY,SAT,LAX,1830,1830.0,0.0,18.0,1848.0,209.0,226.0,199.0,1211,2007.0,9.0,1959,2016.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
6731,2015,1,1,4,EV,5344,N686BR,TRI,ATL,1338,1333.0,-5.0,7.0,1340.0,68.0,58.0,41.0,227,1421.0,10.0,1446,1431.0,-15.0,0,0,,,,,,
1895471,2015,5,1,5,DL,505,N903DE,CVG,ATL,1151,1147.0,-4.0,10.0,1157.0,94.0,74.0,60.0,373,1257.0,4.0,1325,1301.0,-24.0,0,0,,,,,,
1289530,2015,3,25,3,WN,64,N263WN,OAK,SEA,600,555.0,-5.0,9.0,604.0,125.0,116.0,102.0,671,746.0,5.0,805,751.0,-14.0,0,0,,,,,,
2791442,2015,6,25,4,WN,877,N358SW,SAN,PHX,700,656.0,-4.0,17.0,713.0,80.0,79.0,55.0,304,808.0,7.0,820,815.0,-5.0,0,0,,,,,,
5369328,2015,12,2,3,AA,2039,N972UY,MCO,CLT,1920,1916.0,-4.0,21.0,1937.0,101.0,105.0,71.0,468,2048.0,13.0,2101,2101.0,0.0,0,0,,,,,,
3444712,2015,8,3,1,MQ,3546,N939MQ,MLI,DFW,741,735.0,-6.0,18.0,753.0,129.0,124.0,95.0,691,928.0,11.0,950,939.0,-11.0,0,0,,,,,,
5541393,2015,12,14,1,HA,342,N484HA,HNL,ITO,800,753.0,-7.0,12.0,805.0,54.0,59.0,41.0,216,846.0,6.0,854,852.0,-2.0,0,0,,,,,,
230157,2015,1,15,4,MQ,2971,N640MQ,ORD,MLI,1955,1947.0,-8.0,12.0,1959.0,47.0,43.0,28.0,139,2027.0,3.0,2042,2030.0,-12.0,0,0,,,,,,
5519026,2015,12,12,6,AA,1750,N104UW,RSW,CLT,1445,1436.0,-9.0,11.0,1447.0,112.0,103.0,85.0,600,1612.0,7.0,1637,1619.0,-18.0,0,0,,,,,,
2063079,2015,5,11,1,F9,409,N934FR,DEN,LAX,2020,2051.0,31.0,14.0,2105.0,146.0,145.0,118.0,862,2203.0,13.0,2146,2216.0,30.0,0,0,,0.0,0.0,30.0,0.0,0.0
2451055,2015,6,4,4,WN,2162,N650SW,OMA,STL,1940,2002.0,22.0,12.0,2014.0,70.0,83.0,50.0,342,2104.0,21.0,2050,2125.0,35.0,0,0,,13.0,0.0,0.0,22.0,0.0
2244782,2015,5,22,5,WN,683,N242WN,CMH,STL,2025,2037.0,12.0,8.0,2045.0,85.0,77.0,63.0,409,2048.0,6.0,2050,2054.0,4.0,0,0,,,,,,
3341075,2015,7,28,2,WN,1718,N613SW,OMA,STL,530,525.0,-5.0,10.0,535.0,65.0,65.0,49.0,342,624.0,6.0,635,630.0,-5.0,0,0,,,,,,
808040,2015,2,23,1,EV,4138,N13118,SDF,DEN,820,815.0,-5.0,11.0,826.0,195.0,206.0,187.0,1024,933.0,8.0,935,941.0,6.0,0,0,,,,,,
448335,2015,1,30,5,OO,7377,N629BR,BTM,SLC,1145,1137.0,-8.0,12.0,1149.0,82.0,93.0,77.0,358,1306.0,4.0,1307,1310.0,3.0,0,0,,,,,,
4451038,2015,10,5,1,UA,210,N821UA,13244,11292,846,857.0,11.0,48.0,945.0,154.0,171.0,118.0,872,1043.0,5.0,1020,1048.0,28.0,0,0,,28.0,0.0,0.0,0.0,0.0
4896576,2015,11,2,1,WN,1118,N206WN,RDU,FLL,1410,1405.0,-5.0,7.0,1412.0,120.0,110.0,97.0,680,1549.0,6.0,1610,1555.0,-15.0,0,0,,,,,,
5351200,2015,12,1,2,MQ,3250,N523MQ,ORD,OMA,1700,1659.0,-1.0,15.0,1714.0,96.0,88.0,68.0,416,1822.0,5.0,1836,1827.0,-9.0,0,0,,,,,,
3346670,2015,7,28,2,AA,1079,N4YUAA,DFW,TUS,1040,1038.0,-2.0,22.0,1100.0,141.0,132.0,105.0,813,1045.0,5.0,1101,1050.0,-11.0,0,0,,,,,,
4876290,2015,11,1,7,OO,5222,N792SK,IAH,PSP,1020,1020.0,0.0,16.0,1036.0,210.0,189.0,167.0,1269,1123.0,6.0,1150,1129.0,-21.0,0,0,,,,,,
3925731,2015,9,1,2,DL,2109,N664DN,ATL,SNA,1005,1001.0,-4.0,19.0,1020.0,278.0,261.0,237.0,1919,1117.0,5.0,1143,1122.0,-21.0,0,0,,,,,,
4661723,2015,10,18,7,OO,5364,N930SW,13342,13930,1410,1505.0,55.0,12.0,1517.0,49.0,45.0,24.0,67,1541.0,9.0,1459,1550.0,51.0,0,0,,0.0,0.0,0.0,51.0,0.0
1597747,2015,4,13,1,WN,307,N945WN,OAK,PHX,635,632.0,-3.0,8.0,640.0,115.0,105.0,91.0,646,811.0,6.0,830,817.0,-13.0,0,0,,,,,,
1613873,2015,4,14,2,DL,995,N655DL,MCO,SLC,600,608.0,8.0,20.0,628.0,295.0,275.0,248.0,1931,836.0,7.0,855,843.0,-12.0,0,0,,,,,,
1605052,2015,4,13,1,AA,2234,N501AA,ORD,MCI,1341,1335.0,-6.0,11.0,1346.0,97.0,80.0,65.0,403,1451.0,4.0,1518,1455.0,-23.0,0,0,,,,,,
2095282,2015,5,13,3,AA,1163,N3CBAA,CLT,DFW,1907,2009.0,62.0,20.0,2029.0,173.0,180.0,148.0,936,2157.0,12.0,2100,2209.0,69.0,0,0,,7.0,0.0,0.0,62.0,0.0
3589335,2015,8,11,2,DL,2142,N935AT,ATL,EWR,1630,1859.0,149.0,73.0,2012.0,148.0,218.0,136.0,746,2228.0,9.0,1858,2237.0,219.0,0,0,,219.0,0.0,0.0,0.0,0.0
1397290,2015,3,31,2,WN,715,N430WN,ATL,IND,1530,1542.0,12.0,19.0,1601.0,100.0,91.0,66.0,432,1707.0,6.0,1710,1713.0,3.0,0,0,,,,,,
2912642,2015,7,2,4,EV,4286,N12563,MFE,IAH,1057,1048.0,-9.0,9.0,1057.0,79.0,74.0,57.0,316,1154.0,8.0,1216,1202.0,-14.0,0,0,,,,,,
4773014,2015,10,25,7,AA,756,N825AW,11057,15016,1440,1436.0,-4.0,19.0,1455.0,116.0,114.0,92.0,575,1527.0,3.0,1536,1530.0,-6.0,0,0,,,,,,
2774246,2015,6,24,3,MQ,3617,N907MQ,ORD,MEM,701,709.0,8.0,19.0,728.0,109.0,103.0,80.0,491,848.0,4.0,850,852.0,2.0,0,0,,,,,,
2446149,2015,6,4,4,B6,573,N504JB,EWR,TPA,1500,1449.0,-11.0,14.0,1503.0,170.0,152.0,136.0,997,1719.0,2.0,1750,1721.0,-29.0,0,0,,,,,,
1799248,2015,4,25,6,AA,1312,N3CXAA,PHX,JFK,1240,1412.0,92.0,15.0,1427.0,293.0,273.0,249.0,2153,2136.0,9.0,2033,2145.0,72.0,0,0,,0.0,0.0,72.0,0.0,0.0
593632,2015,2,9,1,AA,1076,N3ERAA,MIA,ORD,1000,1008.0,8.0,24.0,1032.0,209.0,210.0,173.0,1197,1225.0,13.0,1229,1238.0,9.0,0,0,,,,,,
5009953,2015,11,9,1,OO,4451,N613QX,SLC,SMF,1700,1711.0,11.0,20.0,1731.0,111.0,106.0,83.0,532,1754.0,3.0,1751,1757.0,6.0,0,0,,,,,,
667758,2015,2,13,5,F9,1325,N206FR,IAD,LAS,2120,2133.0,13.0,25.0,2158.0,315.0,308.0,277.0,2065,2335.0,6.0,2335,2341.0,6.0,0,0,,,,,,
4140265,2015,9,15,2,OO,7412,N8903A,SLC,WYS,1115,1107.0,-8.0,42.0,1149.0,62.0,89.0,41.0,273,1230.0,6.0,1217,1236.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0
4838517,2015,10,29,4,WN,2377,N776WN,14908,14831,1600,1634.0,34.0,9.0,1643.0,70.0,74.0,62.0,342,1745.0,3.0,1710,1748.0,38.0,0,0,,36.0,0.0,0.0,2.0,0.0
647679,2015,2,12,4,EV,5013,N842AS,PHF,ATL,1718,1716.0,-2.0,37.0,1753.0,117.0,139.0,89.0,508,1922.0,13.0,1915,1935.0,20.0,0,0,,20.0,0.0,0.0,0.0,0.0
1390273,2015,3,31,2,DL,1718,N557NW,MCO,ATL,830,825.0,-5.0,22.0,847.0,103.0,91.0,65.0,404,952.0,4.0,1013,956.0,-17.0,0,0,,,,,,
4700567,2015,10,20,2,MQ,3254,N508MQ,13930,15919,2010,2004.0,-6.0,23.0,2027.0,110.0,103.0,77.0,522,2144.0,3.0,2200,2147.0,-13.0,0,0,,,,,,
3657280,2015,8,15,6,OO,3009,N896SK,TUS,PHX,1700,1647.0,-13.0,13.0,1700.0,47.0,49.0,26.0,110,1726.0,10.0,1747,1736.0,-11.0,0,0,,,,,,
4325132,2015,9,27,7,B6,1634,N249JB,JFK,BTV,950,948.0,-2.0,32.0,1020.0,68.0,78.0,44.0,266,1104.0,2.0,1058,1106.0,8.0,0,0,,,,,,
2775169,2015,6,24,3,DL,1647,N938DN,LGA,ATL,759,757.0,-2.0,36.0,833.0,149.0,143.0,101.0,762,1014.0,6.0,1028,1020.0,-8.0,0,0,,,,,,
2127644,2015,5,15,5,DL,1995,N361NW,DTW,MSP,1735,1735.0,0.0,14.0,1749.0,114.0,105.0,86.0,528,1815.0,5.0,1829,1820.0,-9.0,0,0,,,,,,
4712612,2015,10,21,3,OO,6273,N962SW,14771,10561,1550,1544.0,-6.0,19.0,1603.0,74.0,65.0,42.0,238,1645.0,4.0,1704,1649.0,-15.0,0,0,,,,,,
2054672,2015,5,11,1,US,1728,N579UW,MCO,PHL,1200,1158.0,-2.0,11.0,1209.0,148.0,139.0,120.0,861,1409.0,8.0,1428,1417.0,-11.0,0,0,,,,,,
3630743,2015,8,14,5,WN,788,N707SA,BWI,MHT,645,642.0,-3.0,11.0,653.0,80.0,78.0,63.0,377,756.0,4.0,805,800.0,-5.0,0,0,,,,,,
2426632,2015,6,3,3,F9,1150,N924FR,ATL,MCO,1215,1208.0,-7.0,15.0,1223.0,85.0,87.0,62.0,404,1325.0,10.0,1340,1335.0,-5.0,0,0,,,,,,
2594013,2015,6,13,6,B6,117,N329JB,BOS,JFK,1140,1135.0,-5.0,20.0,1155.0,72.0,64.0,42.0,187,1237.0,2.0,1252,1239.0,-13.0,0,0,,,,,,
2307847,2015,5,27,3,US,784,N193UW,FLL,PHL,755,755.0,0.0,29.0,824.0,158.0,172.0,138.0,992,1042.0,5.0,1033,1047.0,14.0,0,0,,,,,,
2156965,2015,5,17,7,WN,883,N455WN,DCA,BNA,1730,1735.0,5.0,22.0,1757.0,115.0,122.0,95.0,562,1832.0,5.0,1825,1837.0,12.0,0,0,,,,,,
1446671,2015,4,3,5,WN,529,N7747C,DEN,DAL,1425,1439.0,14.0,11.0,1450.0,110.0,98.0,84.0,651,1714.0,3.0,1715,1717.0,2.0,0,0,,,,,,
2760610,2015,6,23,2,B6,1012,N516JB,ORD,BOS,1025,1039.0,14.0,22.0,1101.0,135.0,124.0,97.0,867,1338.0,5.0,1340,1343.0,3.0,0,0,,,,,,
2007758,2015,5,8,5,DL,1428,N389DA,LGA,ATL,1059,1102.0,3.0,17.0,1119.0,158.0,122.0,99.0,762,1258.0,6.0,1337,1304.0,-33.0,0,0,,,,,,
5387576,2015,12,3,4,DL,186,N374DA,LAX,MCO,2225,2232.0,7.0,11.0,2243.0,273.0,255.0,241.0,2218,544.0,3.0,558,547.0,-11.0,0,0,,,,,,
5479383,2015,12,10,4,WN,2984,N796SW,SMF,SAN,600,556.0,-4.0,15.0,611.0,90.0,99.0,79.0,480,730.0,5.0,730,735.0,5.0,0,0,,,,,,
920672,2015,3,2,1,DL,1372,N906AT,IAD,ATL,1130,1143.0,13.0,9.0,1152.0,114.0,94.0,80.0,534,1312.0,5.0,1324,1317.0,-7.0,0,0,,,,,,
4803266,2015,10,27,2,DL,1330,N325NB,11433,11057,1215,1209.0,-6.0,10.0,1219.0,110.0,109.0,93.0,500,1352.0,6.0,1405,1358.0,-7.0,0,0,,,,,,
428009,2015,1,29,4,AS,73,N779AS,JNU,ANC,735,731.0,-4.0,11.0,742.0,110.0,100.0,85.0,571,907.0,4.0,925,911.0,-14.0,0,0,,,,,,
2000371,2015,5,7,4,US,1755,N945UW,PHL,RDU,2030,2028.0,-2.0,17.0,2045.0,81.0,75.0,54.0,337,2139.0,4.0,2151,2143.0,-8.0,0,0,,,,,,
2494949,2015,6,7,7,WN,286,N476WN,ATL,MKE,1530,1534.0,4.0,14.0,1548.0,130.0,135.0,115.0,669,1643.0,6.0,1640,1649.0,9.0,0,0,,,,,,
317834,2015,1,21,3,OO,5232,N961SW,CMH,ORD,1852,2144.0,172.0,7.0,2151.0,93.0,63.0,52.0,296,2143.0,4.0,1925,2147.0,142.0,0,0,,0.0,0.0,0.0,142.0,0.0
859548,2015,2,26,4,OO,5417,N958SW,DEN,HYS,1120,1128.0,8.0,14.0,1142.0,77.0,60.0,43.0,298,1325.0,3.0,1337,1328.0,-9.0,0,0,,,,,,
2680612,2015,6,18,4,MQ,3158,N695MQ,ORD,RAP,1409,1405.0,-4.0,52.0,1457.0,150.0,168.0,109.0,779,1546.0,7.0,1539,1553.0,14.0,0,0,,,,,,
4888808,2015,11,2,1,UA,425,N841UA,ORD,CLT,631,624.0,-7.0,14.0,638.0,119.0,111.0,92.0,599,910.0,5.0,930,915.0,-15.0,0,0,,,,,,
1504684,2015,4,7,2,WN,2098,N224WN,LAS,RNO,940,935.0,-5.0,13.0,948.0,80.0,71.0,54.0,345,1042.0,4.0,1100,1046.0,-14.0,0,0,,,,,,
3514483,2015,8,7,5,OO,5635,N784SK,LAX,SMF,755,754.0,-1.0,20.0,814.0,89.0,83.0,59.0,373,913.0,4.0,924,917.0,-7.0,0,0,,,,,,
936102,2015,3,3,2,DL,2565,N382DA,LAS,SLC,1040,1111.0,31.0,14.0,1125.0,76.0,73.0,55.0,368,1320.0,4.0,1256,1324.0,28.0,0,0,,0.0,0.0,5.0,23.0,0.0
4994110,2015,11,8,7,DL,1314,N916DN,ATL,CMH,1746,1746.0,0.0,9.0,1755.0,94.0,79.0,66.0,447,1901.0,4.0,1920,1905.0,-15.0,0,0,,,,,,
3637109,2015,8,14,5,DL,1962,N933AT,PHL,DTW,1240,1239.0,-1.0,8.0,1247.0,98.0,86.0,70.0,453,1357.0,8.0,1418,1405.0,-13.0,0,0,,,,,,
874286,2015,2,27,5,B6,921,N644JB,BOS,PBI,945,940.0,-5.0,36.0,1016.0,205.0,239.0,195.0,1197,1331.0,8.0,1310,1339.0,29.0,0,0,,29.0,0.0,0.0,0.0,0.0
544609,2015,2,5,4,DL,2331,N932DN,LGA,DTW,2000,2000.0,0.0,23.0,2023.0,139.0,110.0,81.0,502,2144.0,6.0,2219,2150.0,-29.0,0,0,,,,,,
4425739,2015,10,3,6,AA,1307,N3KXAA,12892,13930,1310,1313.0,3.0,22.0,1335.0,248.0,242.0,210.0,1744,1905.0,10.0,1918,1915.0,-3.0,0,0,,,,,,
4265340,2015,9,23,3,WN,2415,N354SW,PDX,SMF,1110,1108.0,-2.0,10.0,1118.0,85.0,85.0,70.0,479,1228.0,5.0,1235,1233.0,-2.0,0,0,,,,,,
4164511,2015,9,16,3,DL,1819,N935DL,LGA,ATL,2000,1956.0,-4.0,21.0,2017.0,160.0,139.0,112.0,762,2209.0,6.0,2240,2215.0,-25.0,0,0,,,,,,
2551126,2015,6,10,3,DL,1067,N803DN,DTW,PDX,1959,2020.0,21.0,13.0,2033.0,285.0,272.0,257.0,1953,2150.0,2.0,2144,2152.0,8.0,0,0,,,,,,
3656248,2015,8,15,6,AA,1293,N3ANAA,STX,MIA,1550,1553.0,3.0,11.0,1604.0,175.0,174.0,153.0,1139,1837.0,10.0,1845,1847.0,2.0,0,0,,,,,,
3721005,2015,8,19,3,DL,1108,N6707A,MSP,ATL,1500,1500.0,0.0,10.0,1510.0,149.0,150.0,134.0,907,1824.0,6.0,1829,1830.0,1.0,0,0,,,,,,
2242488,2015,5,22,5,WN,4562,N391SW,TPA,PHL,1805,1817.0,12.0,13.0,1830.0,150.0,142.0,123.0,920,2033.0,6.0,2035,2039.0,4.0,0,0,,,,,,
703884,2015,2,16,1,MQ,3180,N689MQ,BIS,ORD,1340,1332.0,-8.0,11.0,1343.0,135.0,136.0,92.0,716,1515.0,33.0,1555,1548.0,-7.0,0,0,,,,,,
1719067,2015,4,20,1,AA,287,N862AA,MIA,LAX,1455,1510.0,15.0,31.0,1541.0,348.0,376.0,339.0,2342,1820.0,6.0,1743,1826.0,43.0,0,0,,28.0,0.0,0.0,0.0,15.0
