,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_CODE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT_CODE,DESTINATION_AIRPORT_CODE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE,AIRPORT_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
2108544,2015,5,14,4,WN,3403,N494WN,DCA,MSY,1530,1652.0,82.0,7.0,1659.0,165.0,150.0,139.0,969,1818.0,4.0,1715,1822.0,67.0,0,0,,0.0,0.0,67.0,0.0,0.0,Southwest Airlines Co.,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
5675261,2015,12,22,2,B6,860,N503JB,FLL,BDL,1355,1533.0,98.0,15.0,1548.0,174.0,171.0,148.0,1173,1816.0,8.0,1649,1824.0,95.0,0,0,,0.0,0.0,20.0,75.0,0.0,JetBlue Airways,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
373983,2015,1,25,7,OO,4660,N429SW,FNT,MSP,1604,1618.0,14.0,16.0,1634.0,104.0,104.0,84.0,491,1658.0,4.0,1648,1702.0,14.0,0,0,,,,,,,Skywest Airlines Inc.,FNT,Bishop International Airport,Flint,MI,USA,42.9655,-83.74346
1736815,2015,4,21,2,WN,4927,N454WN,ABQ,PHX,1605,1623.0,18.0,8.0,1631.0,75.0,67.0,53.0,328,1624.0,6.0,1620,1630.0,10.0,0,0,,,,,,,Southwest Airlines Co.,ABQ,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022,-106.60918999999998
3295056,2015,7,25,6,MQ,3462,N508MQ,DFW,LIT,835,829.0,-6.0,9.0,838.0,67.0,56.0,44.0,304,922.0,3.0,942,925.0,-17.0,0,0,,,,,,,American Eagle Airlines Inc.,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
4543694,2015,10,11,7,WN,1329,N941WN,12339,11278,655,652.0,-3.0,13.0,705.0,95.0,88.0,71.0,500,816.0,4.0,830,820.0,-10.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,
3582465,2015,8,11,2,AA,225,N3FPAA,LAX,DFW,940,934.0,-6.0,18.0,952.0,203.0,188.0,159.0,1235,1431.0,11.0,1503,1442.0,-21.0,0,0,,,,,,,American Airlines Inc.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
5708958,2015,12,24,4,MQ,3035,N603MQ,DFW,SGF,1550,1546.0,-4.0,11.0,1557.0,77.0,62.0,47.0,364,1644.0,4.0,1707,1648.0,-19.0,0,0,,,,,,,American Eagle Airlines Inc.,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
5590022,2015,12,17,4,EV,5277,N751EV,LGA,CVG,843,842.0,-1.0,23.0,905.0,146.0,139.0,110.0,585,1055.0,6.0,1109,1101.0,-8.0,0,0,,,,,,,Atlantic Southeast Airlines,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
513588,2015,2,3,2,MQ,2920,N671MQ,DFW,GRR,2030,2053.0,23.0,15.0,2108.0,142.0,142.0,121.0,931,9.0,6.0,2352,15.0,23.0,0,0,,0.0,0.0,0.0,23.0,0.0,American Eagle Airlines Inc.,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
2162857,2015,5,18,1,DL,330,N3740C,BNA,DTW,640,638.0,-2.0,13.0,651.0,94.0,99.0,79.0,456,910.0,7.0,914,917.0,3.0,0,0,,,,,,,Delta Air Lines Inc.,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
3275852,2015,7,24,5,AA,1289,N3HVAA,SFO,DFW,645,644.0,-1.0,18.0,702.0,216.0,206.0,178.0,1464,1200.0,10.0,1221,1210.0,-11.0,0,0,,,,,,,American Airlines Inc.,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
753329,2015,2,19,4,EV,5264,N856AS,FAY,ATL,1432,1432.0,0.0,11.0,1443.0,89.0,87.0,71.0,331,1554.0,5.0,1601,1559.0,-2.0,0,0,,,,,,,Atlantic Southeast Airlines,FAY,Fayetteville Regional Airport,Fayetteville,NC,USA,34.99147,-78.88
128204,2015,1,9,5,UA,500,N826UA,IND,SFO,745,1103.0,198.0,32.0,1135.0,312.0,306.0,271.0,1943,1306.0,3.0,957,1309.0,192.0,0,0,,0.0,0.0,192.0,0.0,0.0,United Air Lines Inc.,IND,Indianapolis International Airport,Indianapolis,IN,USA,39.71733,-86.29438
4814531,2015,10,28,3,UA,265,N17753,11292,14908,755,751.0,-4.0,22.0,813.0,154.0,149.0,122.0,846,915.0,5.0,929,920.0,-9.0,0,0,,,,,,,United Air Lines Inc.,,,,,,,
5115854,2015,11,16,1,DL,2141,N332NW,ATL,ORF,1221,1220.0,-1.0,11.0,1231.0,91.0,87.0,72.0,516,1343.0,4.0,1352,1347.0,-5.0,0,0,,,,,,,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
2775727,2015,6,24,3,OO,6372,N924SW,DEN,MSO,828,819.0,-9.0,13.0,832.0,126.0,113.0,96.0,679,1008.0,4.0,1034,1012.0,-22.0,0,0,,,,,,,Skywest Airlines Inc.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
2081549,2015,5,13,3,WN,853,N386SW,BNA,MCO,545,543.0,-2.0,9.0,552.0,105.0,98.0,84.0,616,816.0,5.0,830,821.0,-9.0,0,0,,,,,,,Southwest Airlines Co.,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
2981007,2015,7,6,1,OO,4990,N793SK,IAH,TUS,1742,1738.0,-4.0,17.0,1755.0,156.0,141.0,121.0,936,1756.0,3.0,1818,1759.0,-19.0,0,0,,,,,,,Skywest Airlines Inc.,IAH,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
5045815,2015,11,11,3,WN,562,N934WN,PDX,SJC,2050,2047.0,-3.0,6.0,2053.0,105.0,89.0,80.0,569,2213.0,3.0,2235,2216.0,-19.0,0,0,,,,,,,Southwest Airlines Co.,PDX,Portland International Airport,Portland,OR,USA,45.58872,-122.5975
5262738,2015,11,25,3,WN,1450,N736SA,ATL,MDW,1810,1810.0,0.0,9.0,1819.0,120.0,104.0,90.0,591,1849.0,5.0,1910,1854.0,-16.0,0,0,,,,,,,Southwest Airlines Co.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
3582748,2015,8,11,2,OO,5327,N976SW,DEN,MAF,955,946.0,-9.0,13.0,959.0,105.0,103.0,78.0,563,1217.0,12.0,1240,1229.0,-11.0,0,0,,,,,,,Skywest Airlines Inc.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
4388856,2015,10,1,4,NK,136,N609NK,12889,13930,820,819.0,-1.0,16.0,835.0,216.0,213.0,178.0,1514,1333.0,19.0,1356,1352.0,-4.0,0,0,,,,,,,Spirit Air Lines,,,,,,,
5600720,2015,12,17,4,WN,2116,N403WN,SJC,SNA,1935,1957.0,22.0,14.0,2011.0,75.0,74.0,56.0,342,2107.0,4.0,2050,2111.0,21.0,0,0,,0.0,0.0,10.0,11.0,0.0,Southwest Airlines Co.,SJC,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901
4070429,2015,9,10,4,UA,994,,EWR,BOS,1730,,,,,83.0,,,200,,,1853,,,0,1,C,,,,,,United Air Lines Inc.,EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
3320329,2015,7,26,7,WN,1640,N8641B,LAX,HOU,1900,1856.0,-4.0,8.0,1904.0,195.0,186.0,171.0,1390,2355.0,7.0,15,2.0,-13.0,0,0,,,,,,,Southwest Airlines Co.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
4527612,2015,10,9,5,WN,167,N8659D,13232,14893,1930,2003.0,33.0,10.0,2013.0,265.0,227.0,212.0,1790,2145.0,5.0,2155,2150.0,-5.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,
1039372,2015,3,9,1,HA,279,N477HA,KOA,HNL,1738,1732.0,-6.0,7.0,1739.0,44.0,46.0,33.0,163,1812.0,6.0,1822,1818.0,-4.0,0,0,,,,,,,Hawaiian Airlines Inc.,KOA,Kona International Airport at Keahole,Kailua/Kona,HI,USA,19.738770000000002,-156.04563000000002
689519,2015,2,15,7,MQ,3413,N513MQ,ORD,DTW,1510,1603.0,53.0,14.0,1617.0,76.0,69.0,48.0,235,1805.0,7.0,1726,1812.0,46.0,0,0,,0.0,0.0,0.0,35.0,11.0,American Eagle Airlines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
1103840,2015,3,13,5,UA,1171,N12216,ORD,SFO,1510,1516.0,6.0,12.0,1528.0,290.0,265.0,247.0,1846,1735.0,6.0,1800,1741.0,-19.0,0,0,,,,,,,United Air Lines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4562928,2015,10,12,1,DL,803,N928DL,11193,13204,945,941.0,-4.0,14.0,955.0,126.0,121.0,101.0,757,1136.0,6.0,1151,1142.0,-9.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
1201089,2015,3,19,4,WN,2254,N623SW,TPA,PIT,1455,1452.0,-3.0,7.0,1459.0,140.0,139.0,129.0,873,1708.0,3.0,1715,1711.0,-4.0,0,0,,,,,,,Southwest Airlines Co.,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
5359618,2015,12,2,3,AA,1830,N105UW,CLT,JFK,915,913.0,-2.0,13.0,926.0,105.0,93.0,70.0,541,1036.0,10.0,1100,1046.0,-14.0,0,0,,,,,,,American Airlines Inc.,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.214009999999995,-80.94313000000001
3247032,2015,7,22,3,AS,449,N442AS,LAX,SEA,1215,1213.0,-2.0,34.0,1247.0,159.0,167.0,127.0,954,1454.0,6.0,1454,1500.0,6.0,0,0,,,,,,,Alaska Airlines Inc.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
686051,2015,2,15,7,US,1746,N538UW,PHL,MCO,1130,1137.0,7.0,14.0,1151.0,159.0,147.0,121.0,861,1352.0,12.0,1409,1404.0,-5.0,0,0,,,,,,,US Airways Inc.,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
2133570,2015,5,16,6,DL,2397,N805DN,SEA,SLC,710,715.0,5.0,24.0,739.0,119.0,127.0,91.0,689,1010.0,12.0,1009,1022.0,13.0,0,0,,,,,,,Delta Air Lines Inc.,SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931000000001
442327,2015,1,30,5,EV,4874,N839AS,ERI,DTW,600,555.0,-5.0,30.0,625.0,73.0,75.0,37.0,164,702.0,8.0,713,710.0,-3.0,0,0,,,,,,,Atlantic Southeast Airlines,ERI,Erie International Airport,Erie,PA,USA,42.08202,-80.17622
2180274,2015,5,19,2,MQ,3151,N521MQ,DFW,XNA,700,741.0,41.0,18.0,759.0,68.0,64.0,42.0,280,841.0,4.0,808,845.0,37.0,0,0,,0.0,0.0,37.0,0.0,0.0,American Eagle Airlines Inc.,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
1329007,2015,3,27,5,DL,670,N397DA,SEA,SLC,1125,1123.0,-2.0,10.0,1133.0,117.0,105.0,89.0,689,1402.0,6.0,1422,1408.0,-14.0,0,0,,,,,,,Delta Air Lines Inc.,SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931000000001
3244606,2015,7,22,3,DL,1988,N682DA,SLC,EWR,956,954.0,-2.0,31.0,1025.0,268.0,256.0,219.0,1969,1604.0,6.0,1624,1610.0,-14.0,0,0,,,,,,,Delta Air Lines Inc.,SLC,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999
2209275,2015,5,20,3,WN,196,N959WN,SAN,OAK,1910,1910.0,0.0,11.0,1921.0,85.0,77.0,61.0,446,2022.0,5.0,2035,2027.0,-8.0,0,0,,,,,,,Southwest Airlines Co.,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
4562606,2015,10,12,1,UA,311,N817UA,11433,11292,920,915.0,-5.0,14.0,929.0,196.0,180.0,159.0,1123,1008.0,7.0,1036,1015.0,-21.0,0,0,,,,,,,United Air Lines Inc.,,,,,,,
3277003,2015,7,24,5,WN,761,N235WN,BWI,MCI,740,738.0,-2.0,8.0,746.0,160.0,141.0,128.0,967,854.0,5.0,920,859.0,-21.0,0,0,,,,,,,Southwest Airlines Co.,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
2060372,2015,5,11,1,B6,402,N563JB,FLL,JFK,1739,1941.0,122.0,25.0,2006.0,186.0,205.0,172.0,1069,2258.0,8.0,2045,2306.0,141.0,0,0,,133.0,0.0,0.0,8.0,0.0,JetBlue Airways,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
4131671,2015,9,14,1,OO,5507,N767SK,DEN,ASE,1845,2102.0,137.0,14.0,2116.0,45.0,41.0,24.0,125,2140.0,3.0,1930,2143.0,133.0,0,0,,0.0,0.0,0.0,133.0,0.0,Skywest Airlines Inc.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
1909859,2015,5,2,6,UA,1585,N28478,LAX,ORD,1015,1015.0,0.0,13.0,1028.0,249.0,233.0,211.0,1744,1559.0,9.0,1624,1608.0,-16.0,0,0,,,,,,,United Air Lines Inc.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
3874543,2015,8,28,5,AA,91,N480AA,ORD,DFW,2215,2206.0,-9.0,10.0,2216.0,152.0,119.0,106.0,802,2.0,3.0,47,5.0,-42.0,0,0,,,,,,,American Airlines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
2559499,2015,6,11,4,MQ,3253,N925MQ,GRR,ORD,1110,1112.0,2.0,17.0,1129.0,61.0,63.0,32.0,137,1101.0,14.0,1111,1115.0,4.0,0,0,,,,,,,American Eagle Airlines Inc.,GRR,Gerald R. Ford International Airport,Grand Rapids,MI,USA,42.88082,-85.52277
2643998,2015,6,16,2,DL,2251,N934DN,CLT,ATL,1200,1155.0,-5.0,25.0,1220.0,85.0,69.0,40.0,226,1300.0,4.0,1325,1304.0,-21.0,0,0,,,,,,,Delta Air Lines Inc.,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.214009999999995,-80.94313000000001
3815790,2015,8,25,2,OO,6406,N132SY,EUG,SFO,1254,1244.0,-10.0,9.0,1253.0,98.0,94.0,81.0,451,1414.0,4.0,1432,1418.0,-14.0,0,0,,,,,,,Skywest Airlines Inc.,EUG,Eugene Airport (Mahlon Sweet Field),Eugene,OR,USA,44.123259999999995,-123.21869
674599,2015,2,14,6,WN,4355,N720WN,SNA,LAS,1240,1241.0,1.0,11.0,1252.0,65.0,55.0,38.0,226,1330.0,6.0,1345,1336.0,-9.0,0,0,,,,,,,Southwest Airlines Co.,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
3200422,2015,7,19,7,DL,2162,N959AT,DTW,PHL,1736,1734.0,-2.0,27.0,1801.0,104.0,103.0,68.0,453,1909.0,8.0,1920,1917.0,-3.0,0,0,,,,,,,Delta Air Lines Inc.,DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
4228695,2015,9,21,1,AA,2187,N3CVAA,BDL,DFW,640,636.0,-4.0,11.0,647.0,247.0,241.0,214.0,1471,921.0,16.0,947,937.0,-10.0,0,0,,,,,,,American Airlines Inc.,BDL,Bradley International Airport,Windsor Locks,CT,USA,41.93887,-72.68323000000001
5411086,2015,12,5,6,DL,1425,N918DH,ATL,BWI,1355,1402.0,7.0,16.0,1418.0,109.0,97.0,77.0,577,1535.0,4.0,1544,1539.0,-5.0,0,0,,,,,,,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
409201,2015,1,27,2,EV,2544,N876AS,DFW,FSD,2010,2004.0,-6.0,14.0,2018.0,127.0,135.0,118.0,737,2216.0,3.0,2217,2219.0,2.0,0,0,,,,,,,Atlantic Southeast Airlines,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
5794034,2015,12,30,3,WN,4070,N284WN,OAK,SAN,935,956.0,21.0,7.0,1003.0,85.0,74.0,64.0,446,1107.0,3.0,1100,1110.0,10.0,0,0,,,,,,,Southwest Airlines Co.,OAK,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
2625679,2015,6,15,1,UA,1290,N73445,FLL,ORD,1102,1058.0,-4.0,113.0,1251.0,198.0,307.0,187.0,1182,1458.0,7.0,1320,1505.0,105.0,0,0,,105.0,0.0,0.0,0.0,0.0,United Air Lines Inc.,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
2366883,2015,5,30,6,WN,2943,N903WN,DEN,IND,1745,1739.0,-6.0,10.0,1749.0,145.0,139.0,116.0,977,2145.0,13.0,2210,2158.0,-12.0,0,0,,,,,,,Southwest Airlines Co.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
3432923,2015,8,2,7,WN,686,N8318F,CLE,MDW,1305,1301.0,-4.0,18.0,1319.0,75.0,74.0,51.0,307,1310.0,5.0,1320,1315.0,-5.0,0,0,,,,,,,Southwest Airlines Co.,CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
5720453,2015,12,25,5,OO,7395,N8933B,SLC,LWS,1500,1500.0,0.0,25.0,1525.0,102.0,107.0,77.0,461,1542.0,5.0,1542,1547.0,5.0,0,0,,,,,,,Skywest Airlines Inc.,SLC,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999
5497246,2015,12,11,5,DL,1681,N303DQ,ATL,CMH,725,725.0,0.0,16.0,741.0,90.0,94.0,73.0,447,854.0,5.0,855,859.0,4.0,0,0,,,,,,,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
4854051,2015,10,30,5,WN,2223,N568WN,11278,13232,1515,1517.0,2.0,13.0,1530.0,125.0,116.0,97.0,601,1607.0,6.0,1620,1613.0,-7.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,
3514264,2015,8,7,5,MQ,3145,N905MQ,MGM,DFW,740,733.0,-7.0,9.0,742.0,122.0,113.0,98.0,622,920.0,6.0,942,926.0,-16.0,0,0,,,,,,,American Eagle Airlines Inc.,MGM,Montgomery Regional Airport,Montgomery,AL,USA,32.30064,-86.39398
4475617,2015,10,6,2,AA,2019,N766US,10529,11057,1703,1707.0,4.0,10.0,1717.0,122.0,116.0,97.0,644,1854.0,9.0,1905,1903.0,-2.0,0,0,,,,,,,American Airlines Inc.,,,,,,,
2461649,2015,6,5,5,WN,3766,N485WN,OAK,SAN,1305,1322.0,17.0,12.0,1334.0,85.0,82.0,66.0,446,1440.0,4.0,1430,1444.0,14.0,0,0,,,,,,,Southwest Airlines Co.,OAK,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
1206634,2015,3,19,4,DL,2580,N607AT,JFK,BOS,2025,2024.0,-1.0,27.0,2051.0,80.0,70.0,38.0,187,2129.0,5.0,2145,2134.0,-11.0,0,0,,,,,,,Delta Air Lines Inc.,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893
3876341,2015,8,29,6,OO,7365,N430SW,ABR,MSP,700,700.0,0.0,6.0,706.0,72.0,59.0,44.0,257,750.0,9.0,812,759.0,-13.0,0,0,,,,,,,Skywest Airlines Inc.,ABR,Aberdeen Regional Airport,Aberdeen,SD,USA,45.449059999999996,-98.42183
1620729,2015,4,14,2,DL,1895,N965DN,PHL,ATL,1245,1240.0,-5.0,7.0,1247.0,134.0,108.0,96.0,666,1423.0,5.0,1459,1428.0,-31.0,0,0,,,,,,,Delta Air Lines Inc.,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
4630568,2015,10,16,5,DL,1494,N956DL,14100,10397,1130,1125.0,-5.0,21.0,1146.0,139.0,133.0,108.0,666,1334.0,4.0,1349,1338.0,-11.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
4964846,2015,11,6,5,NK,246,N532NK,ATL,CLE,1700,1701.0,1.0,17.0,1718.0,112.0,101.0,74.0,554,1832.0,10.0,1852,1842.0,-10.0,0,0,,,,,,,Spirit Air Lines,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
5221448,2015,11,23,1,UA,263,N488UA,SEA,DEN,807,802.0,-5.0,17.0,819.0,153.0,144.0,121.0,1024,1120.0,6.0,1140,1126.0,-14.0,0,0,,,,,,,United Air Lines Inc.,SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931000000001
4060281,2015,9,10,4,UA,1108,N66837,BWI,ORD,700,656.0,-4.0,14.0,710.0,124.0,109.0,90.0,622,740.0,5.0,804,745.0,-19.0,0,0,,,,,,,United Air Lines Inc.,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
4228383,2015,9,21,1,MQ,3226,N601MQ,CVG,DFW,620,640.0,20.0,9.0,649.0,162.0,149.0,122.0,812,751.0,18.0,802,809.0,7.0,0,0,,,,,,,American Eagle Airlines Inc.,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,USA,39.04614,-84.66216999999999
2161853,2015,5,18,1,B6,2001,N231JB,BUF,JFK,555,550.0,-5.0,11.0,601.0,84.0,85.0,68.0,301,709.0,6.0,719,715.0,-4.0,0,0,,,,,,,JetBlue Airways,BUF,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052,-78.73217
1970224,2015,5,6,3,UA,1254,N75433,IAH,PHL,715,714.0,-1.0,21.0,735.0,203.0,197.0,170.0,1325,1125.0,6.0,1138,1131.0,-7.0,0,0,,,,,,,United Air Lines Inc.,IAH,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
2702286,2015,6,19,5,OO,5233,N764SK,ORD,ASE,1815,1813.0,-2.0,21.0,1834.0,170.0,156.0,132.0,1013,1946.0,3.0,2005,1949.0,-16.0,0,0,,,,,,,Skywest Airlines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
458707,2015,1,31,6,B6,929,N348JB,JFK,RSW,630,637.0,7.0,18.0,655.0,195.0,176.0,154.0,1074,929.0,4.0,945,933.0,-12.0,0,0,,,,,,,JetBlue Airways,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893
2920744,2015,7,2,4,WN,3239,N417WN,LAX,MKE,1850,1846.0,-4.0,20.0,1906.0,235.0,234.0,210.0,1756,36.0,4.0,45,40.0,-5.0,0,0,,,,,,,Southwest Airlines Co.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
996082,2015,3,6,5,AA,1069,N3EEAA,DFW,DEN,2235,2239.0,4.0,15.0,2254.0,118.0,122.0,97.0,641,2331.0,10.0,2333,2341.0,8.0,0,0,,,,,,,American Airlines Inc.,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
3615324,2015,8,13,4,WN,3146,N7813P,DEN,SFO,825,1009.0,104.0,20.0,1029.0,160.0,156.0,127.0,967,1136.0,9.0,1005,1145.0,100.0,0,0,,100.0,0.0,0.0,0.0,0.0,Southwest Airlines Co.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
2855734,2015,6,28,7,AS,121,N764AS,SEA,ANC,2355,10.0,15.0,9.0,19.0,206.0,193.0,179.0,1448,218.0,5.0,221,223.0,2.0,0,0,,,,,,,Alaska Airlines Inc.,SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931000000001
5779362,2015,12,29,2,WN,2029,N423WN,SJC,PHX,1110,1225.0,75.0,7.0,1232.0,105.0,102.0,89.0,621,1501.0,6.0,1355,1507.0,72.0,0,0,,0.0,0.0,10.0,62.0,0.0,Southwest Airlines Co.,SJC,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901
5732599,2015,12,26,6,HA,36,N583HA,HNL,PHX,1300,1305.0,5.0,19.0,1324.0,360.0,342.0,317.0,2917,2141.0,6.0,2200,2147.0,-13.0,0,0,,,,,,,Hawaiian Airlines Inc.,HNL,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241
206347,2015,1,14,3,DL,1758,N342NW,MSP,SAN,1145,1150.0,5.0,9.0,1159.0,236.0,208.0,193.0,1532,1312.0,6.0,1341,1318.0,-23.0,0,0,,,,,,,Delta Air Lines Inc.,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
5673608,2015,12,22,2,VX,878,N527VA,LAX,DAL,1210,1206.0,-4.0,11.0,1217.0,180.0,172.0,155.0,1246,1652.0,6.0,1710,1658.0,-12.0,0,0,,,,,,,Virgin America,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
4998785,2015,11,9,1,B6,1099,N793JB,LGA,MCO,600,600.0,0.0,22.0,622.0,164.0,161.0,136.0,950,838.0,3.0,844,841.0,-3.0,0,0,,,,,,,JetBlue Airways,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
5305649,2015,11,29,7,OO,5628,N712SK,RNO,SFO,525,515.0,-10.0,23.0,538.0,76.0,65.0,39.0,192,617.0,3.0,641,620.0,-21.0,0,0,,,,,,,Skywest Airlines Inc.,RNO,Reno/Tahoe International Airport,Reno,NV,USA,39.49858,-119.76806
5409918,2015,12,5,6,AA,1325,N3BGAA,MIA,TPA,1225,1320.0,55.0,11.0,1331.0,61.0,53.0,39.0,204,1410.0,3.0,1326,1413.0,47.0,0,0,,0.0,0.0,0.0,47.0,0.0,American Airlines Inc.,MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
4292929,2015,9,25,5,F9,821,N910FR,MCI,DEN,615,610.0,-5.0,19.0,629.0,107.0,105.0,78.0,533,647.0,8.0,702,655.0,-7.0,0,0,,,,,,,Frontier Airlines Inc.,MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
3075814,2015,7,12,7,DL,745,N801DZ,SFO,DTW,1129,1134.0,5.0,25.0,1159.0,274.0,255.0,224.0,2079,1843.0,6.0,1903,1849.0,-14.0,0,0,,,,,,,Delta Air Lines Inc.,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
2558674,2015,6,11,4,DL,1962,N314NB,DTW,PHL,1024,1022.0,-2.0,10.0,1032.0,105.0,85.0,69.0,453,1141.0,6.0,1209,1147.0,-22.0,0,0,,,,,,,Delta Air Lines Inc.,DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
